0.126838	0.605825	-0.685190
-0.514483	0.452084	-1.428826
0.640032	0.387619	0.075250
-0.358694	0.503776	-0.969296
0.479821	0.509555	-0.143177
-0.017658	-0.025367	-0.017619
-0.017992	-0.055341	-0.009233
-0.020806	0.011674	-0.010332
-0.024825	-0.029142	-0.011972
-0.029267	-0.013395	-0.013017
-0.995587	-0.000132	-0.093848	0.093848	0.000094	-0.995587	0.000141	-1.000000	-0.000081	
-0.981727	0.095029	-0.164868	0.190293	0.492748	-0.849110	0.000548	-0.864968	-0.501827	
-0.999496	0.015484	0.027722	-0.031749	-0.501691	-0.864464	0.000523	-0.864908	0.501929	
-0.857489	-0.497453	-0.131349	0.113173	0.066672	-0.991336	0.501901	-0.864925	-0.000872	
-0.860865	0.498894	-0.100075	0.086693	-0.049994	-0.994980	-0.501393	-0.865220	-0.000212	
-0.482200	0.269347	0.833628
-0.053892	-0.000888	-0.020168
1
0.176092

0.133730	-0.594870	-0.697688
0.647165	-0.390889	0.063812
-0.512618	-0.453005	-1.455112
-0.368214	-0.533710	-1.016588
0.493029	-0.512100	-0.159436
0.018274	-0.025935	0.017048
0.020683	0.011025	0.010559
0.018381	-0.056908	0.009238
0.023609	-0.030697	0.013565
0.029492	-0.014696	0.013195
-0.706401	-0.000310	-0.707812	0.707812	-0.000187	-0.706401	0.000087	-1.000000	0.000352	
-0.706557	0.354694	-0.612348	0.707656	0.354309	-0.611300	0.000136	-0.865250	-0.501340	
-0.706698	-0.354970	-0.612024	0.707515	-0.355481	-0.610784	-0.000753	-0.864656	0.502364	
-0.611452	0.355306	-0.707025	0.612109	-0.353847	-0.707188	-0.501447	-0.865188	-0.001125	
-0.610835	-0.354890	-0.707767	0.612601	0.354478	-0.706446	0.501598	-0.865100	0.000879	
0.476593	0.097458	-0.873705
-0.052964	0.000759	-0.019070
1
0.160513

